Isolate	MGT1 ST	MGT2	MGT3	MGT4	MGT5	MGT6	MGT7	MGT8	MGT9	CC-MGT2	CC-MGT3	CC-MGT4	CC-MGT5	CC-MGT6	CC-MGT7	CC-MGT8	CC-MGT9	ODC1	ODC2	ODC5	ODC10	Continent	Country	State or sub country	Postcode	Source	Type	Host	Host disease	Collection date	Collection year	Collection month
17-1157-0134	19	9	32	42	46	46	81	20367	22022.1	1	2	42	46	46	81	201	20529	20529	19512	17165	50	Oceania	Australia	NSW						2017-01-10	2017	1
17-1157-0211	19	9	32	42	46	46	81	20367	22022.1	1	2	42	46	46	81	201	20529	20529	19512	17165	50	Oceania	Australia	NSW						2017-01-17	2017	1
17-1157-0210	19	9	32	42	46	46	81	20367.9	22022.12	1	2	42	46	46	81	201	20529	20529	19512	17165	50	Oceania	Australia	NSW						2017-01-19	2017	1
17-1157-0199	19	9	32	42	46	11641.1	81	20367.7	22022.1	1	2	42	46	5225	81	201	20529	20529	19512	17165	50	Oceania	Australia	NSW						2017-01-17	2017	1
17-1157-0142	19	9	32	42	46	46	81	20367.3	22022.4	1	2	42	46	46	81	201	20529	20529	19512	17165	50	Oceania	Australia	NSW						2017-01-12	2017	1
17-1157-0159	19	9	32	42	46	46	81.3	20367.6	22022.9	1	2	42	46	46	81	201	20529	20529	19512	17165	50	Oceania	Australia	NSW						2017-01-11	2017	1
17-1157-0212	19	9	32	42	46	46	81	20367	22022.13	1	2	42	46	46	81	201	20529	20529	19512	17165	50	Oceania	Australia	NSW						2017-01-20	2017	1
17-1157-0536	19	9	32	42	46	46	81	20367	22022.13	1	2	42	46	46	81	201	20529	20529	19512	17165	50	Oceania	Australia	NSW						2017-02-27	2017	2
17-1157-0137	19	9	32	42	46	86	102	20395	22052.1	1	2	42	46	46	81	201	20529	20529	19512	17165	50	Oceania	Australia	NSW						2017-01-13	2017	1
17-1157-0405	19	9	32	42	46	46	81	20424	22086.1	1	2	42	46	46	81	201	20529	20529	19512	17165	50	Oceania	Australia	NSW						2017-02-15	2017	2
17-1157-0195	19	9	32	42	46	46	81	20367.4	22022.6	1	2	42	46	46	81	201	20529	20529	19512	17165	50	Oceania	Australia	NSW						2017-01-18	2017	1
17-1157-0109	19	9	32	42	46	46	81	20367	22022.1	1	2	42	46	46	81	201	20529	20529	19512	17165	50	Oceania	Australia	NSW						2017-01-06	2017	1
17-1157-0229	19	9	32	42	46	46	81	20367	22022.14	1	2	42	46	46	81	201	20529	20529	19512	17165	50	Oceania	Australia	NSW						2017-01-23	2017	1
17-1157-0287	19	9	2418.3	42	46	46	81.4	20360.3	22140.2	1	2	42	46	46	81	201	20529	20529	19512	17165	50	Oceania	Australia	NSW						2017-01-31	2017	1
17-1157-0118	19	9	32	42	46	86	81	20366	22021.1	1	2	42	46	46	81	201	20529	20529	19512	17165	50	Oceania	Australia	NSW						2017-01-08	2017	1
17-1157-0133	19	9	32	42	46	86	81	20366	22021.1	1	2	42	46	46	81	201	20529	20529	19512	17165	50	Oceania	Australia	NSW						2017-01-11	2017	1
17-1157-0140	19	9	32	42	46	46	81	20367.2	22022.3	1	2	42	46	46	81	201	20529	20529	19512	17165	50	Oceania	Australia	NSW						2017-01-12	2017	1
17-1157-0231	19	9	32	42	46	46	81	20360.1	22015.2	1	2	42	46	46	81	201	20529	20529	19512	17165	50	Oceania	Australia	NSW						2017-01-23	2017	1
17-1157-0284	19	9	2418.3	42	46	46	81.4	20360.3	22140.1	1	2	42	46	46	81	201	20529	20529	19512	17165	50	Oceania	Australia	NSW						2017-01-21	2017	1
17-1157-0275	19	9	32	42	46	46	81	20360	22015.1	1	2	42	46	46	81	201	20529	20529	19512	17165	50	Oceania	Australia	NSW						2017-01-27	2017	1
17-1157-0193	19	9	32	42	46	46	81	20367	22022.5	1	2	42	46	46	81	201	20529	20529	19512	17165	50	Oceania	Australia	NSW						2017-01-15	2017	1
17-1157-0156	19	9	32	42	46	46	81	20367	22022.8	1	2	42	46	46	81	201	20529	20529	19512	17165	50	Oceania	Australia	NSW						2017-01-15	2017	1
17-1157-0181	19	9	32	42	46	46	81	20448	22115.1	1	2	42	46	46	81	201	20529	20529	19512	17165	50	Oceania	Australia	NSW						2017-01-14	2017	1
17-1157-0108	19	9	32	42	46	46	81	20367.1	22022.2	1	2	42	46	46	81	201	20529	20529	19512	17165	50	Oceania	Australia	NSW						2017-01-07	2017	1
17-1157-0097	19	9	32	42	46	46	15197	20379	22034.1	1	2	42	46	46	12842	201	20546	20546	19512	17165	50	Oceania	Australia	NSW						2017-01-04	2017	1
17-1157-0248	19	9	32	42	46	46	81	20398	22057.1	1	2	42	46	46	81	17932	20564	20564	19512	17165	50	Oceania	Australia	NSW						2017-01-23	2017	1
17-1157-0395	19	9	32	42	46	46	81	20419	22081.1	1	2	42	46	46	81	201	20585	20585	19512	17165	50	Oceania	Australia	NSW						2017-02-13	2017	2
17-1157-0372	19	9	32	42	46	46	15197	20385	22165.1	1	2	42	46	46	12842	201	20553	20553	19534	17165	50	Oceania	Australia	NSW						2017-02-02	2017	2
17-1157-0105	19	9	32	42	46	46	15197	20385	22041.1	1	2	42	46	46	12842	201	20553	20553	19534	17165	50	Oceania	Australia	NSW						2017-01-08	2017	1
17-1157-0409	19	9	32	42	46	46	15217	20426	22089.1	1	2	42	46	46	81	201	20592	20592	19565	17165	50	Oceania	Australia	NSW						2017-02-16	2017	2
17-1157-0132	19	9	32	42	46	46	100	20365	22020.1	1	2	42	46	46	48	17909	20534	20534	19517	17170	50	Oceania	Australia	NSW						2017-01-12	2017	1
17-1157-0080	19	9	32	42	90	46	15194	20376	22031.1	1	2	42	46	46	12839	17917	20543	20543	19526	17179	50	Oceania	Australia	NSW						2017-01-04	2017	1
17-1157-0104	19	9	32	42	46	5229	10686	20384.1	22040.1	1	2	42	46	5225	9719	17923	20552	20552	19533	17185	50	Oceania	Australia	NSW						2017-01-04	2017	1
17-1157-0169	19	9	32	42	46	5229	10686	20384	22108.1	1	2	42	46	5225	9719	17923	20552	20552	19533	17185	50	Oceania	Australia	NSW						2017-01-18	2017	1
17-1157-0298	19	9	32	42	46	5229	10686	20475	22144.1	1	2	42	46	5225	9719	17923	20552	20552	19533	17185	50	Oceania	Australia	NSW						2017-01-31	2017	1
17-1157-0492	19	9	32	42	46	5229	10686	20522	22202.1	1	2	42	46	5225	9719	17923	20552	20552	19533	17185	50	Oceania	Australia	NSW						2017-02-22	2017	2
17-1157-0491	19	9	32	42	46	5229	10686	20522	22202.1	1	2	42	46	5225	9719	17923	20552	20552	19533	17185	50	Oceania	Australia	NSW						2017-02-22	2017	2
17-1157-0334	19	9	2418.1	42	88	100.1	117.2	20406.1	22067.1	1	2	42	46	46	48	8022	20571	20571	19548	8521	50	Oceania	Australia	NSW						2017-02-04	2017	2
17-1157-0342	19	9	32	42	46	11623	15209	20411.1	22072.1	1	2	42	46	9382	12851	17941	20576	20576	19553	17201	50	Oceania	Australia	NSW						2017-02-06	2017	2
17-1157-0346	19	9	32	42	7413	95	117.3	20412.1	22074.1	1	2	42	46	46	48	8000	20578	20578	19555	17202	50	Oceania	Australia	NSW						2017-02-05	2017	2
17-1157-0404	19	9	2421	42	3384	11628	15215	20423	22085.1	1	2	42	46	5225	9808	17950	20589	20589	19563	17207	50	Oceania	Australia	NSW						2017-02-15	2017	2
17-1157-0279	19	9	32	42	46	46	10689.1	20470.1	22137.1	1	2	42	46	46	9722	17983	20632	20632	19599	17233	50	Oceania	Australia	NSW						2017-01-28	2017	1
17-1157-0189	19	9	32	42	46	11653	10687	20483	22153.1	1	2	42	46	5225	9720	17993	20643	20643	19609	17241	50	Oceania	Australia	NSW						2017-01-11	2017	1
17-1157-0373	19	9	32	42	46	11655	15255	20491	22166.1	1	2	42	46	9405	12842	17997	20651	20651	19614	17244	50	Oceania	Australia	NSW						2017-02-04	2017	2
17-1157-0513	19	9	32	42	73	46	83	20530	22210.1	1	2	42	46	46	83	18022	20682	20682	19642	17264	50	Oceania	Australia	NSW						2017-02-22	2017	2
17-1157-0537	19	9	32	42	46	11672	15282	20538	22220.1	1	2	42	46	5225	9719	18027	20689	20689	19648	17268	50	Oceania	Australia	NSW						2017-02-26	2017	2
17-1157-0538	19	9	32	42	46	11672	10686	20539	22221.1	1	2	42	46	5225	9719	18027	20690	20690	19648	17268	50	Oceania	Australia	NSW						2017-02-27	2017	2
17-1157-0368	19	9	35	10703	50	74	147	54006	59246.1	1	2	42	50	50	53	17930	57150	57150	19541	17173	57	Oceania	Australia	NSW						2017-02-06	2017	2
17-1157-0263	19	1	40	54	71	73	80	20466	22133.1	1	1	1	71	73	80	17980	90	90	90	90	90	Oceania	Australia	NSW						2017-01-17	2017	1
17-1157-0355	19	9	36	42	3308	5253	6714	53476.1	58584.1	1	2	42	46	5212	6665	8056	56488	56488	8571	8548	8503	Oceania	Australia	NSW						2017-02-08	2017	2
17-1157-0178	19	9	1164	2116	3311	5219	6669	8009	59179.1	1	2	42	46	122	6668	8003	57083	57083	8519	8508	8508	Oceania	Australia	NSW						2017-01-13	2017	1
17-1157-0369	19	9	35	45	76	74	15254	20490	22164.1	1	2	42	50	50	12873	17987	20636	20636	19603	8536	57	Oceania	Australia	NSW						2017-02-10	2017	2
17-1157-0220	19	9	35	45	76	74	53	8054	22154.1	1	2	42	50	50	53	8043	20644	20644	19610	8536	57	Oceania	Australia	NSW						2017-01-18	2017	1
17-1157-0324	19	9	35	45	50	74	147	20430.2	22158.1	1	2	42	50	50	53	17930	20561	20561	19541	17173	57	Oceania	Australia	NSW						2017-01-30	2017	1
17-1157-0497	19	9	35	45	50	74	147	20430	22158.2	1	2	42	50	50	53	17930	20561	20561	19541	17173	57	Oceania	Australia	NSW						2017-02-21	2017	2
17-1157-0221	19	9	46	45	50	74	131	20449	22116.2	1	32	42	50	50	53	17968	20613	20613	19582	17173	57	Oceania	Australia	NSW						2017-01-23	2017	1
17-1157-0198	19	9	46	45	50	74	15231	20453.1	22120.1	1	32	42	50	50	53	17968	20616	20616	19585	17173	57	Oceania	Australia	NSW						2017-01-17	2017	1
17-1157-0314	19	9	35	45	76	11650	86	20478	22148.1	1	2	42	50	50	53	17936	20638	20638	19547	17195	57	Oceania	Australia	NSW						2017-02-01	2017	2
17-1157-0184	19	9	46	45	50	74	131	20449	22116.1	1	32	42	50	50	53	17968	20613	20613	19582	17173	57	Oceania	Australia	NSW						2017-01-19	2017	1
17-1157-0297	19	9	35	45	76	74	15246	20474	22143.1	1	2	42	50	50	12873	17987	20636	20636	19603	8536	57	Oceania	Australia	NSW						2017-01-29	2017	1
17-1157-0323	19	9	35	45	76	74	15246	20474	22143.2	1	2	42	50	50	12873	17987	20636	20636	19603	8536	57	Oceania	Australia	NSW						2017-01-30	2017	1
17-1157-0328	19	9	35	4672	76	74	15250	20481.1	22151.1	1	2	3286	50	50	12875	17991	20641	20641	19607	17239	57	Oceania	Australia	NSW						2017-02-02	2017	2
17-1157-0332	19	9	36	2121	3321	5237	6691	8039	22066.1	1	2	42	46	122	6666	8030	20570	20570	8545	8529	8519	Oceania	Australia	NSW						2017-02-04	2017	2
17-1157-0333	19	9	36	2121	3321	5237	6691	8039	22066.1	1	2	42	46	122	6666	8030	20570	20570	8545	8529	8519	Oceania	Australia	NSW						2017-02-04	2017	2
17-1157-0460	19	9	36	2123	3321	5237	6691	20517.1	22197.1	1	2	42	46	122	6666	8037	20672	20672	19633	8529	8519	Oceania	Australia	NSW						2017-02-17	2017	2
17-1157-0518	19	9	36	74	66	11669	15277	20532	22212.1	1	2	42	60	52	12893	18023	20684	20684	19644	17265	8522	Oceania	Australia	NSW						2017-02-26	2017	2
17-1157-0313	34	2	26	4671	3319	47	6698	20477	22147.1	1	1	21	20	21	6684	8031	20563	20563	8553	8530	8524	Oceania	Australia	NSW						2017-01-31	2017	1
17-1157-0247	34	2	26	43	3319	47	6698	8567	22056.1	1	1	21	20	21	6684	8031	20563	20563	8553	8530	8524	Oceania	Australia	NSW						2017-01-23	2017	1
17-1157-0161	34	2	26	43	7417	47	6698	20441	22105.1	1	1	21	5216	21	6684	17962	20605	20605	19575	8530	8524	Oceania	Australia	NSW						2017-01-19	2017	1
17-1157-0461	34	2	26	43	3319	47	126	20518	22198.1	1	1	21	20	21	126	8031	20673	20673	19634	8530	8524	Oceania	Australia	NSW						2017-02-17	2017	2
17-1157-0103	34	2	26	43	3319	47	7059	20383	22039.1	1	1	21	20	21	6684	8455	20551	20551	19532	8530	8524	Oceania	Australia	NSW						2017-01-09	2017	1
17-1157-0182	34	2	26	21	3319	68	72	20482	22152.1	1	1	21	20	21	72	17992	20642	20642	19608	17240	8529	Oceania	Australia	NSW						2017-01-11	2017	1
17-1157-0092	19	9	39	60	81	84	95	53475	58583.1	1	2	42	46	81	95	8457	56487	56487	19515	8922	8530	Oceania	Australia	NSW						2017-01-07	2017	1
17-1157-0101	19	9	39	60	81	84	95	53475	58583.1	1	2	42	46	81	95	8457	56487	56487	19515	8922	8530	Oceania	Australia	NSW						2017-01-07	2017	1
17-1157-0123	19	9	39	60	81	84	95	53475	58583.1	1	2	42	46	81	95	8457	56487	56487	19515	8922	8530	Oceania	Australia	NSW						2017-01-06	2017	1
17-1157-0107	19	9	39	60	81	84	95	53475.8	58583.2	1	2	42	46	81	95	8457	56487	56487	19515	8922	8530	Oceania	Australia	NSW						2017-01-06	2017	1
17-1157-0125	19	9	39	60	81	84	95	53475	59008.1	1	2	42	46	81	95	8457	56912	56912	19515	8922	8530	Oceania	Australia	NSW						2017-01-09	2017	1
17-1157-0294	19	9	39	60	81	84	95	53475	59126.1	1	2	42	46	81	95	8457	57030	57030	19515	8922	8530	Oceania	Australia	NSW						2017-01-31	2017	1
17-1157-0311	19	9	39	67	81	84	95	20405	22065.1	1	2	42	46	81	95	17907	20532	20532	19515	17168	8530	Oceania	Australia	NSW						2017-02-03	2017	2
17-1157-0541	19	9	39	60	81	110	130	20540	22222.1	1	2	42	46	81	95	18028	20691	20691	19649	17168	8530	Oceania	Australia	NSW						2017-02-26	2017	2
17-1157-0074	19	9	39	60	81	81	95	20373	22028.1	1	2	42	46	81	95	8457	20540	20540	19523	17168	8530	Oceania	Australia	NSW						2017-01-03	2017	1
17-1157-0543	19	9	39	60	81	81	95	20373	22228.1	1	2	42	46	81	95	8457	20696	20696	19523	17168	8530	Oceania	Australia	NSW						2017-02-27	2017	2
17-1157-0124	19	9	39	60	81	81	161	20391	22047.1	1	2	42	46	81	95	17928	20558	20558	19538	17168	8530	Oceania	Australia	NSW						2017-01-08	2017	1
17-1157-0440	19	9	39	60	81	81	15265.1	20515.1	22193.1	1	2	42	46	81	95	18013	20670	20670	19631	17256	8530	Oceania	Australia	NSW						2017-02-13	2017	2
17-1157-0429	19	9	35	45	72	74	15264	20510	22188.1	1	2	42	50	50	82	17924	20554	20554	19535	8541	57	Oceania	Australia	NSW						2017-02-13	2017	2
17-1157-0433	19	9	35	45	72	74	82	20511	22189.1	1	2	42	50	50	82	17924	20554	20554	19535	8541	57	Oceania	Australia	NSW						2017-02-10	2017	2
17-1157-0282	19	9	35	45	72	74	82	20404	22064.2	1	2	42	50	50	82	17924	20554	20554	19535	8541	57	Oceania	Australia	NSW						2017-01-25	2017	1
17-1157-0230	19	9	35	45	72	74	82	20404	22064.2	1	2	42	50	50	82	17924	20554	20554	19535	8541	57	Oceania	Australia	NSW						2017-01-25	2017	1
17-1157-0434	19	9	35	45	72	74	82	20404	22064.2	1	2	42	50	50	82	17924	20554	20554	19535	8541	57	Oceania	Australia	NSW						2017-02-11	2017	2
17-1157-0237	19	9	35	45	72	74	82	20404	22064.2	1	2	42	50	50	82	17924	20554	20554	19535	8541	57	Oceania	Australia	NSW						2017-01-25	2017	1
17-1157-0384	19	9	35	45	72	74	82	20404	22064.2	1	2	42	50	50	82	17924	20554	20554	19535	8541	57	Oceania	Australia	NSW						2017-02-10	2017	2
17-1157-0307	19	9	35	45	72	74	82	20404.1	22064.1	1	2	42	50	50	82	17924	20554	20554	19535	8541	57	Oceania	Australia	NSW						2017-01-28	2017	1
17-1157-0244	19	9	35	45	72	74	82	20404	22064.2	1	2	42	50	50	82	17924	20554	20554	19535	8541	57	Oceania	Australia	NSW						2017-01-20	2017	1
17-1157-0217	19	9	35	45	72	74	82	20404	22064.2	1	2	42	50	50	82	17924	20554	20554	19535	8541	57	Oceania	Australia	NSW						2017-01-23	2017	1
17-1157-0364	19	9	35	45	91	74	82	20416	22078.1	1	2	42	50	50	82	17924	20554	20554	19535	8541	57	Oceania	Australia	NSW						2017-02-04	2017	2
17-1157-0374	19	9	35	45	72	74	152	20492	22167.1	1	2	42	50	50	82	17924	20652	20652	19535	8541	57	Oceania	Australia	NSW						2017-02-03	2017	2
17-1157-0416	19	9	35	65	72	11661	110	20505	22182.1	1	2	42	50	50	82	8048	20560	20560	19540	8541	57	Oceania	Australia	NSW						2017-02-14	2017	2
17-1157-0130	19	9	35	65	72	74	110	20393	22050.1	1	2	42	50	50	82	8048	20560	20560	19540	8541	57	Oceania	Australia	NSW						2017-01-12	2017	1
17-1157-0223	19	9	35	65	72	74	110	20393	22155.1	1	2	42	50	50	82	8048	20560	20560	19540	8541	57	Oceania	Australia	NSW						2017-01-20	2017	1
17-1157-0569	19	9	35	65	72	74	110	20393	22155.2	1	2	42	50	50	82	8048	20560	20560	19540	8541	57	Oceania	Australia	NSW						2017-02-28	2017	2
17-1157-0319	19	15	35	65	72	74	110	20484	22156.1	1	2	42	50	50	82	17994	20645	20645	19540	8541	57	Oceania	Australia	NSW						2017-01-27	2017	1
17-1157-0222	19	15	35	65	72	74	15236	20459	22126.1	1	2	42	50	50	82	17975	20622	20622	19591	8541	57	Oceania	Australia	NSW						2017-01-22	2017	1
17-1157-0070	19	9	35	45	50	74	15190	20370	22025.1	1	2	42	50	50	53	17912	20537	20537	19520	17173	57	Oceania	Australia	NSW						2017-01-05	2017	1
17-1157-0480	19	9	35	45	50	11632.1	147	20430.1	22093.1	1	2	42	50	50	53	17930	20561	20561	19541	17173	57	Oceania	Australia	NSW						2017-02-20	2017	2
17-1157-0484	19	9	35	4663	50	74	147	20432.1	22095.1	1	2	42	50	50	53	17930	20597	20597	19541	17173	57	Oceania	Australia	NSW						2017-02-21	2017	2
17-1157-0106	19	9	35	45	72	74	82	20386	22042.1	1	2	42	50	50	82	17924	20554	20554	19535	8541	57	Oceania	Australia	NSW						2017-01-04	2017	1
17-1157-0136	19	9	35	4655	50	74	147	20394	22051.1	1	2	3280	50	50	53	17930	20561	20561	19541	17173	57	Oceania	Australia	NSW						2017-01-10	2017	1
17-1157-0266	19	9	46	45	7411	74	53	20402	22061.1	1	32	42	50	50	53	17935	20567	20567	19545	17194	57	Oceania	Australia	NSW						2017-01-25	2017	1
17-1157-0269	19	9	46	45	7411	74	53	20402	22061.1	1	32	42	50	50	53	17935	20567	20567	19545	17194	57	Oceania	Australia	NSW						2017-01-25	2017	1
17-1157-0361	19	9	35	45	76	77	86	20403	22063.3	1	2	42	50	50	53	17936	20569	20569	19547	17195	57	Oceania	Australia	NSW						2017-02-08	2017	2
17-1157-0357	19	9	35	45	76	77	86	20403.1	22063.2	1	2	42	50	50	53	17936	20569	20569	19547	17195	57	Oceania	Australia	NSW						2017-02-08	2017	2
17-1157-0306	19	9	35	45	76	77	86	20403	22063.1	1	2	42	50	50	53	17936	20569	20569	19547	17195	57	Oceania	Australia	NSW						2017-01-29	2017	1
17-1157-0191	19	9	42	62	85	90	109.1	20451.1	22118.1	1	32	62	85	90	104	17964	20607	20607	19577	17215	8542	Oceania	Australia	NSW						2017-01-16	2017	1
17-1157-0171	19	9	42	62	85	90	104.2	20443.2	22109.1	1	32	62	85	90	104	17964	20607	20607	19577	17215	8542	Oceania	Australia	NSW						2017-01-17	2017	1
17-1157-0164	19	9	42	62	85	90	104.1	20443.1	22107.1	1	32	62	85	90	104	17964	20607	20607	19577	17215	8542	Oceania	Australia	NSW						2017-01-17	2017	1
17-1157-0187	19	9	42	62	85	90	104.1	20443.1	22107.1	1	32	62	85	90	104	17964	20607	20607	19577	17215	8542	Oceania	Australia	NSW						2017-01-16	2017	1
17-1157-0226	19	9	42	62	85	90	15237.1	20460.1	22127.1	1	32	62	85	90	104	17964	20623	20623	19592	17215	8542	Oceania	Australia	NSW						2017-01-17	2017	1
17-1157-0172	19	9	39	60	83	83	105	20444	22110.1	1	2	42	46	83	105	8304	20608	20608	19578	8778	8728	Oceania	Australia	NSW						2017-01-14	2017	1
17-1157-0535	19	9	39	60	83	11616	105	20390	22046.1	1	2	42	46	83	105	17927	20557	20557	19537	8778	8728	Oceania	Australia	NSW						2017-02-27	2017	2
17-1157-0121	19	9	39	60	83	11616	105	20390	22046.1	1	2	42	46	83	105	17927	20557	20557	19537	8778	8728	Oceania	Australia	NSW						2017-01-02	2017	1
17-1157-0560	19	9	39	60	83	11673	15284	20542	22224.1	1	2	42	46	83	12897	18030	20693	20693	19651	17270	8728	Oceania	Australia	NSW						2017-02-24	2017	2
17-1157-0186	19	14	36	64	68	93	108	20450	22117.1	1	2	42	60	70	74	8462	20614	20614	19583	17220	8783	Oceania	Australia	NSW						2017-01-17	2017	1
17-1157-0261	19	14	36	56	7424	70	74	20465	22132.1	1	2	42	60	70	74	17979	20628	20628	19596	17230	8783	Oceania	Australia	NSW						2017-01-20	2017	1
17-1157-0382	19	9	36	4673	66	125	15258	20497	22173.1	1	2	2435	60	52	12879	18002	20657	20657	19619	17248	8522	Oceania	Australia	NSW						2017-02-09	2017	2
17-1157-0305	19	2	1225	186	3326	5551	7061	8522	22062.1	1	1	95	18	696	6981	8458	20568	20568	19546	8923	8836	Oceania	Australia	NSW						2017-01-31	2017	1
17-1157-0283	19	2	43	66	7427	11648	15245	20472	22139.1	1	2	63	5223	9401	6982	17985	20634	20634	19601	17235	8837	Oceania	Australia	NSW						2017-01-25	2017	1
17-1157-0338	19	9	1227	42	3536	11621	15207	20409	22070.1	1	1185	42	46	9380	6987	17939	20574	20574	19551	17199	8842	Oceania	Australia	NSW						2017-02-02	2017	2
17-1157-0386	19	1	1	2119	3537	9938	7075	20494.1	22176.1	1	1	1	3302	8362	6990	17999	20654	20654	19616	15178	8845	Oceania	Australia	NSW						2017-02-08	2017	2
17-1157-0376	19	1	1	2119	3537	9938	7075	20494	22169	1	1	1	3302	8362	6990	17999	20654	20654	19616	15178	8845	Oceania	Australia	NSW						2017-02-07	2017	2
17-1157-0367	19	2	433	2254	117	11625	7092	20417	22079.1	1	1	2182	18	9384	7001	17946	20583	20583	19559	8950	8855	Oceania	Australia	NSW						2017-02-08	2017	2
17-1157-0402	19	2	433	4659	117	11627	7092	20422	22084.1	1	1	2182	18	9384	7001	17949	20588	20588	19562	8950	8855	Oceania	Australia	NSW						2017-02-15	2017	2
17-1157-0295	19	2	433	2254	117	11649	7092	20473	22142.1	1	1	2182	18	9384	7001	17986	20635	20635	19602	8950	8855	Oceania	Australia	NSW						2017-02-03	2017	2
17-1157-0098	19	2	433	2254	117	11613	15198	20380	22035.1	1	1	2182	18	9375	12843	17920	20547	20547	19529	17182	8855	Oceania	Australia	NSW						2017-01-06	2017	1
17-1157-0315	19	2	433	2254	117	11651	15248	20479	22149.1	1	1	2182	18	9375	7001	17989	20639	20639	19605	17237	8855	Oceania	Australia	NSW						2017-01-28	2017	1
17-1157-0520	19	2	54	186	3544	5577	15270	20523	22213.1	1	1	95	3409	5474	7004	18016	20676	20676	19636	17259	8858	Oceania	Australia	NSW						2017-02-26	2017	2
17-1157-0499	19	2	54	186	3544	5577	15270	20523	22203.1	1	1	95	3409	5474	7004	18016	20676	20676	19636	17259	8858	Oceania	Australia	NSW						2017-02-22	2017	2
17-1157-0473	19	9	36	47	7432	5192	15269	20521	22201.1	1	2	42	60	52	12886	18015	20675	20675	19635	17258	8522	Oceania	Australia	NSW						2017-02-19	2017	2
17-1157-0197	34	2	26	21	3953	11640	15230.1	20452.1	22119.1	1	1	21	346	9393	1176	17969	20615	20615	19584	17221	9489	Oceania	Australia	NSW						2017-01-18	2017	1
17-1157-0213	19	2	8	411	675	965	15235.1	20457.1	22124.1	1	1	408	675	965	6748	17973	20620	20620	19589	17225	9667	Oceania	Australia	NSW						2017-01-19	2017	1
17-1157-0163	36	13	37	53	61	62	9116	20442.1	22106.1	11	37	53	61	62	6850	17963	20606	20606	19576	17214	9328	Oceania	Australia	NSW						2017-01-18	2017	1
17-1157-0117	34	2	26	46	7406	1133	1395.1	20388.1	22044.1	1	1	21	5212	51	1395	17926	20556	20556	16803	15109	13047	Oceania	Australia	NSW						2017-01-06	2017	1
17-1157-0377	19	1	1	4159	6527	10256	13370	20495	22170.1	1	1	1	71	73	11588	18000	20655	20655	19617	15577	13382	Oceania	Australia	NSW						2017-02-11	2017	2
17-1157-0302	34	2	26	21.1	3307	97.1	113	17925.1	22145.1	1	1	21	20	97	113	15948	18224	18224	17462	15620	13412	Oceania	Australia	NSW						2017-01-30	2017	1
17-1157-0085	19	2	115	4649	7400	11606	15186	20361	22016.1	1	115	3279	5209	9370	12832	17905	20530	20530	19513	17166	14472	Oceania	Australia	NSW						2017-01-01	2017	1
17-1157-0087	36	11	29	58	42	11607	15187	20362.1	22017.1	11	29	38	42	9371	12833	17906	20531	20531	19514	17167	14473	Oceania	Australia	NSW						2017-01-01	2017	1
17-1157-0131	34	2	26	4650	7401	11608	15188	20364	22019.1	1	1	21	5210	9372	12834	17908	20533	20533	19516	17169	14474	Oceania	Australia	NSW						2017-01-10	2017	1
17-1157-0385	34	2	26	4650	7401	11608	15259	20499	22175.1	1	1	21	5210	9372	12834	18003	20658	20658	19620	17249	14474	Oceania	Australia	NSW						2017-02-10	2017	2
17-1157-0068	19	9	36	42	80	80	94	20368	22023.1	1	2	42	46	54	94	17910	20535	20535	19518	17171	14475	Oceania	Australia	NSW						2017-01-06	2017	1
17-1157-0155	19	9	36	42	80	94	111	20439	22103.1	1	2	42	46	54	94	17943	20580	20580	19557	17171	14475	Oceania	Australia	NSW						2017-01-14	2017	1
17-1157-0350	19	9	36	42	80	94	15211.1	20414.1	22076.1	1	2	42	46	54	94	17943	20580	20580	19557	17171	14475	Oceania	Australia	NSW						2017-02-05	2017	2
17-1157-0351	19	9	36	42	80	94	111	20414.2	22076.2	1	2	42	46	54	94	17943	20580	20580	19557	17171	14475	Oceania	Australia	NSW						2017-02-04	2017	2
17-1157-0233	19	9	36	42	80	94	111	20414	22076.3	1	2	42	46	54	94	17943	20580	20580	19557	17171	14475	Oceania	Australia	NSW						2017-01-25	2017	1
